"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"2","0.532292","192.168.88.132","204.79.197.203","TCP","55","50160  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"3","0.574532","204.79.197.203","192.168.88.132","TCP","66","443  >  50160 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2"
"4","0.778989","204.79.197.203","192.168.88.132","TCP","54","443  >  52129 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"5","0.836945","192.168.88.132","104.26.1.50","TCP","55","56948  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"6","0.841411","104.26.1.50","192.168.88.132","TCP","66","443  >  56948 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"7","0.892529","192.168.88.137","224.0.0.251","MDNS","103","Standard query 0x000d PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question"
"8","1.173436","192.168.88.132","150.171.27.11","TCP","55","64813  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"9","1.412896","150.171.27.11","192.168.88.132","TCP","66","443  >  64813 [ACK] Seq=1 Ack=2 Win=16380 Len=0 SLE=1 SRE=2"
"10","1.666574","192.168.88.132","104.208.16.88","TCP","54","59900  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"11","1.863730","192.168.88.132","102.132.104.21","TLSv1.2","86","Application Data"
"12","2.130962","102.132.104.21","192.168.88.132","TCP","54","443  >  62359 [ACK] Seq=1 Ack=33 Win=311 Len=0"
"13","2.130962","102.132.104.21","192.168.88.132","TLSv1.2","82","Application Data"
"14","2.183321","192.168.88.132","102.132.104.21","TCP","54","62359  >  443 [ACK] Seq=33 Ack=29 Win=253 Len=0"
"15","2.280033","192.168.88.132","23.196.227.230","UDP","71","63752  >  443 Len=29"
"16","2.357473","23.196.227.230","192.168.88.132","UDP","68","443  >  63752 Len=26"
"17","2.376026","192.168.88.132","197.149.58.233","TCP","55","57479  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"18","2.380946","197.149.58.233","192.168.88.132","TCP","66","443  >  57479 [ACK] Seq=1 Ack=2 Win=1999 Len=0 SLE=1 SRE=2"
"19","2.650414","192.168.88.132","104.16.80.73","TCP","55","54579  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"20","2.650475","192.168.88.132","104.16.80.73","TCP","55","52213  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"21","2.659110","104.16.80.73","192.168.88.132","TCP","66","443  >  54579 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"22","2.659110","104.16.80.73","192.168.88.132","TCP","66","443  >  52213 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"23","2.689602","142.251.47.110","192.168.88.132","TLSv1.2","127","Application Data"
"24","2.690297","192.168.88.132","142.251.47.110","TCP","54","52705  >  443 [FIN, ACK] Seq=1 Ack=74 Win=511 Len=0"
"25","2.737106","142.251.47.110","192.168.88.132","TCP","54","443  >  52705 [FIN, ACK] Seq=74 Ack=2 Win=1037 Len=0"
"26","2.737246","192.168.88.132","142.251.47.110","TCP","54","52705  >  443 [ACK] Seq=2 Ack=75 Win=511 Len=0"
"27","2.812135","192.168.88.132","104.16.174.226","TCP","55","51886  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"28","2.815436","104.16.174.226","192.168.88.132","TCP","66","443  >  51886 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"29","2.828070","192.168.88.132","34.36.57.103","TCP","55","53546  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1 [TCP PDU reassembled in 496]"
"30","2.867253","34.36.57.103","192.168.88.132","TCP","66","443  >  53546 [ACK] Seq=1 Ack=2 Win=2465 Len=0 SLE=1 SRE=2"
"31","2.869482","192.178.54.106","192.168.88.132","UDP","1287","443  >  58715 Len=1245"
"32","2.869482","192.178.54.106","192.168.88.132","UDP","174","443  >  58715 Len=132"
"33","2.892265","192.168.88.132","192.178.54.106","UDP","75","58715  >  443 Len=33"
"34","3.085710","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"35","3.156957","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"36","3.337455","192.168.88.132","142.251.47.46","UDP","763","60561  >  443 Len=721"
"37","3.360153","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"38","3.456870","192.168.88.132","142.251.47.46","UDP","763","60561  >  443 Len=721"
"39","3.457126","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"40","3.476862","142.251.47.46","192.168.88.132","UDP","74","443  >  60561 Len=32"
"41","3.476862","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"42","3.476862","192.178.54.106","192.168.88.132","UDP","1288","443  >  58715 Len=1246"
"43","3.476862","192.178.54.106","192.168.88.132","UDP","252","443  >  58715 Len=210"
"44","3.489332","192.168.88.132","142.251.47.46","UDP","75","60561  >  443 Len=33"
"45","3.489574","192.168.88.132","192.178.54.106","UDP","75","58715  >  443 Len=33"
"46","3.498288","142.251.47.46","192.168.88.132","UDP","69","443  >  60561 Len=27"
"47","3.505564","192.178.54.106","192.168.88.132","UDP","69","443  >  58715 Len=27"
"48","3.508362","142.251.47.46","192.168.88.132","UDP","67","443  >  60561 Len=25"
"49","3.508996","192.168.88.132","142.251.47.46","UDP","76","60561  >  443 Len=34"
"50","3.568341","142.251.47.46","192.168.88.132","UDP","741","443  >  60561 Len=699"
"51","3.569184","192.168.88.132","142.251.47.46","UDP","82","60561  >  443 Len=40"
"52","3.571772","142.251.47.46","192.168.88.132","UDP","206","443  >  60561 Len=164"
"53","3.572684","192.168.88.132","142.251.47.46","UDP","76","60561  >  443 Len=34"
"54","3.619700","142.251.47.46","192.168.88.132","UDP","68","443  >  60561 Len=26"
"55","3.714574","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"56","3.762792","192.178.54.106","192.168.88.132","UDP","67","443  >  58715 Len=25"
"57","3.954012","18.97.36.62","192.168.88.132","TLSv1.2","78","Application Data"
"58","3.954012","23.196.227.230","192.168.88.132","UDP","110","443  >  63752 Len=68"
"59","3.954639","192.168.88.132","18.97.36.62","TLSv1.2","82","Application Data"
"60","3.972581","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"61","4.020765","192.178.54.106","192.168.88.132","UDP","67","443  >  58715 Len=25"
"62","4.228753","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"63","4.282295","192.168.88.132","18.97.36.62","TLSv1.2","192","Application Data"
"64","4.314190","18.97.36.62","192.168.88.132","TCP","54","443  >  54646 [ACK] Seq=25 Ack=29 Win=12282 Len=0"
"65","4.314190","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"66","4.354202","74.242.255.116","192.168.88.132","TLSv1.2","113","Application Data"
"67","4.355461","192.168.88.132","74.242.255.116","TLSv1.2","120","Application Data"
"68","4.517118","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"69","4.540745","18.97.36.62","192.168.88.132","TCP","60","443  >  54646 [ACK] Seq=25 Ack=167 Win=12282 Len=0"
"70","4.612126","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"71","4.657537","74.242.255.116","192.168.88.132","TCP","54","443  >  59675 [ACK] Seq=60 Ack=67 Win=300 Len=0"
"72","4.820476","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"73","4.912231","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"74","4.921297","20.42.65.85","192.168.88.132","TCP","54","443  >  52092 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"75","5.125265","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"76","5.225494","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"77","5.637960","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"78","5.781857","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"79","5.783674","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"80","5.848350","192.178.54.106","192.168.88.132","UDP","69","443  >  58715 Len=27"
"81","6.645327","192.168.88.132","102.132.104.53","TLSv1.2","123","Application Data"
"82","6.660657","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"83","6.711749","102.132.104.53","192.168.88.132","TCP","54","443  >  50306 [ACK] Seq=1 Ack=70 Win=398 Len=0"
"84","6.728042","192.178.54.106","192.168.88.132","UDP","69","443  >  58715 Len=27"
"85","6.995019","102.132.104.53","192.168.88.132","TLSv1.2","125","Application Data"
"86","7.036486","192.168.88.132","102.132.104.53","TCP","54","50306  >  443 [ACK] Seq=70 Ack=72 Win=252 Len=0"
"87","7.531832","192.168.88.132","102.132.104.13","TCP","55","62238  >  443 [ACK] Seq=1 Ack=1 Win=2047 Len=1 [TCP PDU reassembled in 149]"
"88","7.579967","102.132.104.13","192.168.88.132","TCP","54","443  >  62238 [ACK] Seq=1 Ack=2 Win=561 Len=0"
"89","7.867347","192.168.88.132","40.104.14.242","TLSv1.2","129","Application Data"
"90","7.905642","192.168.88.132","3.161.94.100","TCP","55","54547  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"91","7.920608","40.104.14.242","192.168.88.132","TLSv1.2","223","Application Data"
"92","7.920721","192.168.88.132","40.104.14.242","TCP","54","59899  >  443 [ACK] Seq=76 Ack=170 Win=1023 Len=0"
"93","7.954775","3.161.94.100","192.168.88.132","TCP","66","443  >  54547 [ACK] Seq=1 Ack=2 Win=157 Len=0 SLE=1 SRE=2"
"94","8.334321","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"95","8.384805","192.178.54.106","192.168.88.132","UDP","69","443  >  58715 Len=27"
"96","8.849702","192.168.88.132","3.222.197.62","TCP","55","50563  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"97","9.090691","192.168.88.132","104.16.79.73","TCP","55","64984  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"98","9.090686","192.168.88.132","104.16.80.73","TCP","55","58670  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"99","9.096756","104.16.79.73","192.168.88.132","TCP","66","443  >  64984 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"100","9.096756","104.16.80.73","192.168.88.132","TCP","66","443  >  58670 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"101","9.109773","3.222.197.62","192.168.88.132","TCP","66","443  >  50563 [ACK] Seq=1 Ack=2 Win=425 Len=0 SLE=1 SRE=2"
"102","9.131536","192.168.88.132","196.192.32.5","DNS","90","Standard query 0x260c A self.events.data.microsoft.com"
"103","9.137613","196.192.32.5","192.168.88.132","DNS","208","Standard query response 0x260c A self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdeus08.eastus.cloudapp.azure.com A 20.42.65.88"
"104","9.141146","192.168.88.132","20.42.65.88","TCP","66","59902  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"105","9.483285","20.42.65.88","192.168.88.132","TCP","66","443  >  59902 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"106","9.483418","192.168.88.132","20.42.65.88","TCP","54","59902  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"107","9.489580","192.168.88.132","20.42.65.88","TLSv1.3","516","Client Hello (SNI=self.events.data.microsoft.com)"
"108","9.796926","20.42.65.88","192.168.88.132","TLSv1.3","5814","Server Hello, Change Cipher Spec"
"109","9.796926","20.42.65.88","192.168.88.132","TLSv1.3","658","Application Data"
"110","9.797133","192.168.88.132","20.42.65.88","TCP","54","59902  >  443 [ACK] Seq=463 Ack=6365 Win=262144 Len=0"
"111","9.817490","192.168.88.132","20.42.65.88","TLSv1.3","134","Change Cipher Spec, Application Data"
"112","9.817750","192.168.88.132","20.42.65.88","TLSv1.3","956","Application Data"
"113","10.404762","20.42.65.88","192.168.88.132","TCP","54","443  >  59902 [ACK] Seq=6365 Ack=1445 Win=4194560 Len=0"
"114","10.404762","20.42.65.88","192.168.88.132","TLSv1.3","157","Application Data"
"115","10.404839","192.168.88.132","20.42.65.88","TCP","54","59902  >  443 [ACK] Seq=1445 Ack=6468 Win=261888 Len=0"
"116","10.492698","192.168.88.132","102.132.104.21","QUIC","1292","Initial, DCID=b78eaee50674b413, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, PADDING, PING, PING, PADDING, PING"
"117","10.492812","192.168.88.132","102.132.104.21","QUIC","1292","Initial, DCID=b78eaee50674b413, PKN: 2, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, PING, PADDING"
"118","10.493071","192.168.88.132","102.132.104.21","QUIC","123","0-RTT, DCID=b78eaee50674b413"
"119","10.590740","192.168.88.132","151.101.37.91","TCP","55","61862  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"120","10.655050","102.132.104.21","192.168.88.132","QUIC","1274","Initial, SCID=9600e52a162d503a, PKN: 15444845, CRYPTO, ACK"
"121","10.655050","102.132.104.21","192.168.88.132","QUIC","967","Handshake, SCID=9600e52a162d503a"
"122","10.655050","102.132.104.21","192.168.88.132","QUIC","122","Protected Payload (KP0)"
"123","10.656677","192.168.88.132","102.132.104.21","QUIC","1292","Handshake, DCID=9600e52a162d503a"
"124","10.658142","192.168.88.132","102.132.104.21","QUIC","1183","Protected Payload (KP0), DCID=9600e52a162d503a"
"125","10.658475","192.168.88.132","102.132.104.21","QUIC","1210","Protected Payload (KP0), DCID=9600e52a162d503a"
"126","10.677979","102.132.104.21","192.168.88.132","QUIC","90","Protected Payload (KP0)"
"127","10.717483","102.132.104.21","192.168.88.132","QUIC","81","Handshake, SCID=9600e52a162d503a"
"128","10.717483","102.132.104.21","192.168.88.132","QUIC","154","Protected Payload (KP0)"
"129","10.717483","102.132.104.21","192.168.88.132","QUIC","314","Protected Payload (KP0)"
"130","10.717968","192.168.88.132","102.132.104.21","QUIC","77","Protected Payload (KP0), DCID=9600e52a162d503a"
"131","10.765116","102.132.104.21","192.168.88.132","QUIC","90","Protected Payload (KP0)"
"132","10.765116","102.132.104.21","192.168.88.132","QUIC","90","Protected Payload (KP0)"
"133","10.778215","102.132.104.21","192.168.88.132","QUIC","90","Protected Payload (KP0)"
"134","10.781473","151.101.37.91","192.168.88.132","TCP","66","443  >  61862 [ACK] Seq=1 Ack=2 Win=308 Len=0 SLE=1 SRE=2"
"135","10.794018","192.168.88.132","102.132.104.21","QUIC","77","Protected Payload (KP0), DCID=9600e52a162d503a"
"136","10.904998","192.168.88.132","146.75.73.91","TCP","55","52347  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"137","10.930846","192.168.88.132","196.192.32.5","DNS","72","Standard query 0xef4f HTTPS www.bing.com"
"138","10.931139","192.168.88.132","196.192.32.5","DNS","72","Standard query 0xdb77 A www.bing.com"
"139","10.934819","196.192.32.5","192.168.88.132","DNS","254","Standard query response 0xef4f HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"140","10.934819","196.192.32.5","192.168.88.132","DNS","273","Standard query response 0xdb77 A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.196.227.230 A 23.196.227.236 A 23.196.227.234 A 23.196.227.237 A 23.196.227.229"
"141","10.942177","192.168.88.132","23.196.227.230","QUIC","1292","Initial, DCID=34420dfa8ce79768, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO"
"142","10.942337","192.168.88.132","23.196.227.230","QUIC","1292","Initial, DCID=34420dfa8ce79768, PKN: 2, PADDING, PING, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO"
"143","10.964983","102.132.104.21","192.168.88.132","QUIC","1274","Protected Payload (KP0)"
"144","10.964983","102.132.104.21","192.168.88.132","QUIC","1274","Protected Payload (KP0)"
"145","10.964983","102.132.104.21","192.168.88.132","QUIC","186","Protected Payload (KP0)"
"146","10.964983","102.132.104.21","192.168.88.132","QUIC","90","Protected Payload (KP0)"
"147","10.965504","192.168.88.132","102.132.104.21","QUIC","80","Protected Payload (KP0), DCID=9600e52a162d503a"
"148","10.965702","192.168.88.132","102.132.104.21","QUIC","76","Protected Payload (KP0), DCID=9600e52a162d503a"
"149","10.976580","192.168.88.132","102.132.104.13","TLSv1.2","83","Ignored Unknown Record"
"150","10.976864","192.168.88.132","102.132.104.21","TLSv1.2","86","Application Data"
"151","10.977053","192.168.88.132","102.132.104.21","TLSv1.2","86","Application Data"
"152","10.977206","192.168.88.132","102.132.104.13","TLSv1.2","83","Application Data"
"153","10.977312","192.168.88.132","102.132.104.13","TLSv1.2","83","Application Data"
"154","10.989373","23.196.227.230","192.168.88.132","QUIC","82","Initial, SCID=169e71075e80cf31, PKN: 1, ACK"
"155","11.016906","192.168.88.132","102.132.104.21","TLSv1.2","230","Application Data"
"156","11.042609","192.168.88.132","23.196.227.230","QUIC","1292","Initial, DCID=169e71075e80cf31, PKN: 4, CRYPTO, PADDING, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING"
"157","11.074004","192.168.88.132","3.222.197.62","TCP","55","49777  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"158","11.097709","23.196.227.230","192.168.88.132","QUIC","1292","Initial, SCID=169e71075e80cf31, PKN: 2, ACK, PADDING"
"159","11.097709","23.196.227.230","192.168.88.132","QUIC","1292","Initial, SCID=169e71075e80cf31, PKN: 3, CRYPTO, PADDING"
"160","11.097709","23.196.227.230","192.168.88.132","QUIC","294","Handshake, SCID=169e71075e80cf31"
"161","11.097709","102.132.104.13","192.168.88.132","TCP","54","443  >  56650 [ACK] Seq=1 Ack=30 Win=9177 Len=0"
"162","11.097709","102.132.104.13","192.168.88.132","TCP","54","443  >  62238 [ACK] Seq=1 Ack=31 Win=561 Len=0"
"163","11.097709","102.132.104.21","192.168.88.132","TCP","54","443  >  55802 [ACK] Seq=1 Ack=33 Win=561 Len=0"
"164","11.097709","102.132.104.13","192.168.88.132","TCP","54","443  >  56570 [ACK] Seq=1 Ack=30 Win=420 Len=0"
"165","11.097709","102.132.104.21","192.168.88.132","TCP","54","443  >  62933 [ACK] Seq=1 Ack=33 Win=300 Len=0"
"166","11.097709","102.132.104.21","192.168.88.132","QUIC","90","Protected Payload (KP0)"
"167","11.097709","102.132.104.21","192.168.88.132","TCP","54","443  >  55802 [ACK] Seq=1 Ack=209 Win=572 Len=0"
"168","11.097709","146.75.73.91","192.168.88.132","TCP","66","443  >  52347 [ACK] Seq=1 Ack=2 Win=281 Len=0 SLE=1 SRE=2"
"169","11.098562","192.168.88.132","23.196.227.230","QUIC","165","Protected Payload (KP0), DCID=169e71075e80cf31"
"170","11.098630","192.168.88.132","23.196.227.230","QUIC","114","Protected Payload (KP0), DCID=169e71075e80cf31"
"171","11.100660","23.196.227.230","192.168.88.132","QUIC","1292","Handshake, SCID=169e71075e80cf31"
"172","11.100878","192.168.88.132","23.196.227.230","QUIC","210","Protected Payload (KP0), DCID=169e71075e80cf31"
"173","11.149180","23.196.227.230","192.168.88.132","QUIC","82","Handshake, SCID=169e71075e80cf31"
"174","11.149180","23.196.227.230","192.168.88.132","QUIC","84","Handshake, SCID=169e71075e80cf31"
"175","11.155981","23.196.227.230","192.168.88.132","QUIC","345","Protected Payload (KP0)"
"176","11.155981","23.196.227.230","192.168.88.132","QUIC","106","Protected Payload (KP0)"
"177","11.155981","23.196.227.230","192.168.88.132","QUIC","63","Protected Payload (KP0)"
"178","11.155981","23.196.227.230","192.168.88.132","QUIC","112","Protected Payload (KP0)"
"179","11.156270","192.168.88.132","23.196.227.230","QUIC","73","Protected Payload (KP0), DCID=169e71075e80cf31"
"180","11.156354","192.168.88.132","23.196.227.230","QUIC","73","Protected Payload (KP0), DCID=169e71075e80cf31"
"181","11.205735","102.132.104.13","192.168.88.132","TLSv1.2","79","Application Data"
"182","11.205735","102.132.104.13","192.168.88.132","TLSv1.2","79","Application Data"
"183","11.205735","23.196.227.230","192.168.88.132","QUIC","69","Protected Payload (KP0)"
"184","11.205735","102.132.104.21","192.168.88.132","TLSv1.2","82","Application Data"
"185","11.205735","102.132.104.21","192.168.88.132","TLSv1.2","82","Application Data"
"186","11.207332","102.132.104.13","192.168.88.132","TLSv1.2","79","Application Data"
"187","11.241472","102.132.104.21","192.168.88.132","TLSv1.2","84","Application Data"
"188","11.241561","192.168.88.132","102.132.104.21","TCP","54","55802  >  443 [ACK] Seq=209 Ack=59 Win=252 Len=0"
"189","11.251721","192.168.88.132","102.132.104.13","TCP","54","56570  >  443 [ACK] Seq=30 Ack=26 Win=254 Len=0"
"190","11.251721","192.168.88.132","102.132.104.13","TCP","54","56650  >  443 [ACK] Seq=30 Ack=26 Win=254 Len=0"
"191","11.251740","192.168.88.132","102.132.104.13","TCP","54","62238  >  443 [ACK] Seq=31 Ack=26 Win=2047 Len=0"
"192","11.251772","192.168.88.132","102.132.104.21","TCP","54","62933  >  443 [ACK] Seq=33 Ack=29 Win=252 Len=0"
"193","11.270391","102.132.104.21","192.168.88.132","TLSv1.2","145","Application Data"
"194","11.322000","3.222.197.62","192.168.88.132","TCP","54","443  >  49777 [ACK] Seq=1 Ack=2 Win=187 Len=0"
"195","11.324190","192.168.88.132","102.132.104.21","TCP","54","55802  >  443 [ACK] Seq=209 Ack=150 Win=252 Len=0"
"196","11.386497","192.168.88.132","172.165.69.228","TCP","55","62128  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"197","11.410270","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"198","11.458612","23.196.227.230","192.168.88.132","QUIC","70","Protected Payload (KP0)"
"199","11.540098","20.42.65.88","192.168.88.132","TLSv1.3","574","Application Data"
"200","11.540197","192.168.88.132","20.42.65.88","TCP","54","59902  >  443 [ACK] Seq=1445 Ack=6988 Win=261376 Len=0"
"201","11.597642","172.165.69.228","192.168.88.132","TCP","66","443  >  62128 [ACK] Seq=1 Ack=2 Win=63 Len=0 SLE=1 SRE=2"
"202","11.606865","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"203","11.654797","192.178.54.106","192.168.88.132","UDP","69","443  >  58715 Len=27"
"204","11.662905","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"205","11.721841","192.168.88.132","23.196.227.236","UDP","1288","54069  >  443 Len=1246"
"206","11.721980","192.168.88.132","23.196.227.236","UDP","1288","54069  >  443 Len=1246"
"207","11.722036","192.168.88.132","23.196.227.236","UDP","384","54069  >  443 Len=342"
"208","11.736015","23.196.227.230","192.168.88.132","QUIC","70","Protected Payload (KP0)"
"209","11.793004","23.196.227.236","192.168.88.132","UDP","69","443  >  54069 Len=27"
"210","11.818205","23.196.227.236","192.168.88.132","UDP","66","443  >  54069 Len=24"
"211","11.818542","192.168.88.132","23.196.227.236","UDP","73","54069  >  443 Len=31"
"212","11.942331","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"213","11.976775","23.196.227.236","192.168.88.132","UDP","126","443  >  54069 Len=84"
"214","11.976775","23.196.227.236","192.168.88.132","UDP","63","443  >  54069 Len=21"
"215","11.977225","192.168.88.132","23.196.227.236","UDP","77","54069  >  443 Len=35"
"216","11.984459","23.196.227.236","192.168.88.132","UDP","1494","443  >  54069 Len=1452"
"217","12.009802","192.168.88.132","23.196.227.236","UDP","74","54069  >  443 Len=32"
"218","12.016537","23.196.227.230","192.168.88.132","QUIC","70","Protected Payload (KP0)"
"219","12.017959","23.196.227.230","192.168.88.132","QUIC","1494","Protected Payload (KP0)"
"220","12.048531","23.196.227.236","192.168.88.132","UDP","66","443  >  54069 Len=24"
"221","12.049227","192.178.54.106","192.168.88.132","UDP","121","443  >  58715 Len=79"
"222","12.049227","192.178.54.106","192.168.88.132","UDP","65","443  >  58715 Len=23"
"223","12.049676","192.168.88.132","23.196.227.230","QUIC","74","Protected Payload (KP0), DCID=169e71075e80cf31"
"224","12.055035","192.168.88.132","142.251.47.138","UDP","330","65443  >  443 Len=288"
"225","12.055234","192.168.88.155","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question"
"226","12.063467","192.168.88.132","192.178.54.106","UDP","75","58715  >  443 Len=33"
"227","12.130697","142.251.47.138","192.168.88.132","UDP","70","443  >  65443 Len=28"
"228","12.159720","192.168.88.132","142.251.47.138","UDP","74","65443  >  443 Len=32"
"229","12.230095","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"230","12.256136","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"231","12.300811","23.196.227.230","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"232","12.313690","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"233","12.343137","192.168.88.132","142.251.47.138","UDP","71","65443  >  443 Len=29"
"234","12.356759","142.251.47.138","192.168.88.132","UDP","130","443  >  65443 Len=88"
"235","12.356759","142.251.47.138","192.168.88.132","UDP","63","443  >  65443 Len=21"
"236","12.357162","192.168.88.132","142.251.47.138","UDP","77","65443  >  443 Len=35"
"237","12.359509","192.168.88.132","192.178.54.106","UDP","562","58715  >  443 Len=520"
"238","12.405867","142.251.47.138","192.168.88.132","UDP","65","443  >  65443 Len=23"
"239","12.424985","192.178.54.106","192.168.88.132","UDP","72","443  >  58715 Len=30"
"240","12.438007","192.168.88.132","192.178.54.106","UDP","75","58715  >  443 Len=33"
"241","12.492967","192.168.88.132","34.36.57.103","TCP","55","60513  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"242","12.509662","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"243","12.536125","34.36.57.103","192.168.88.132","TCP","66","443  >  60513 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2"
"244","12.604737","23.196.227.230","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"245","12.641951","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"246","12.685743","192.178.54.106","192.168.88.132","UDP","132","443  >  58715 Len=90"
"247","12.700467","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"248","12.701318","192.168.88.132","192.178.54.106","UDP","78","58715  >  443 Len=36"
"249","12.761479","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"250","12.808804","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"251","12.889415","23.196.227.230","192.168.88.132","QUIC","66","Protected Payload (KP0)"
