"No.","Time","Source","Destination","Protocol","Length","Info"
"26432","384.655358","150.171.27.11","192.168.88.132","TLSv1.2","123","Application Data"
"26433","384.655358","150.171.27.11","192.168.88.132","TLSv1.2","92","Application Data"
"26434","384.655440","192.168.88.132","150.171.27.11","TCP","54","51791  >  443 [ACK] Seq=2541 Ack=262 Win=65024 Len=0"
"26435","384.655646","192.168.88.132","150.171.27.11","TLSv1.2","92","Application Data"
"26436","384.660669","150.171.27.11","192.168.88.132","TCP","2934","443  >  51791 [ACK] Seq=262 Ack=2541 Win=4194048 Len=2880 [TCP PDU reassembled in 26437]"
"26437","384.660669","150.171.27.11","192.168.88.132","TLSv1.2","655","Application Data"
"26438","384.660669","150.171.27.11","192.168.88.132","TLSv1.2","92","Application Data"
"26439","384.660782","192.168.88.132","150.171.27.11","TCP","54","51791  >  443 [ACK] Seq=2579 Ack=3781 Win=65280 Len=0"
"26440","384.698830","150.171.27.11","192.168.88.132","TCP","54","443  >  51791 [ACK] Seq=3781 Ack=2579 Win=4194048 Len=0"
"26441","384.749737","192.168.88.132","104.16.80.73","TCP","55","[TCP Keep-Alive] 54579  >  443 [ACK] Seq=1395 Ack=122 Win=252 Len=1"
"26442","384.753438","104.16.80.73","192.168.88.132","TCP","66","[TCP Keep-Alive ACK] 443  >  54579 [ACK] Seq=122 Ack=1396 Win=17 Len=0 SLE=1395 SRE=1396"
"26443","384.772906","4.213.133.127","192.168.88.132","TCP","54","443  >  58480 [ACK] Seq=1 Ack=1766 Win=4194560 Len=0"
"26444","384.775375","4.213.133.127","192.168.88.132","TCP","7254","443  >  58480 [ACK] Seq=1 Ack=1766 Win=4194560 Len=7200 [TCP PDU reassembled in 26445]"
"26445","384.775375","4.213.133.127","192.168.88.132","TLSv1.2","1237","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"26446","384.775509","192.168.88.132","4.213.133.127","TCP","54","58480  >  443 [ACK] Seq=1766 Ack=8384 Win=65280 Len=0"
"26447","384.779673","192.168.88.132","4.213.133.127","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"26448","384.779882","192.168.88.132","4.213.133.127","TLSv1.2","153","Application Data"
"26449","384.780035","192.168.88.132","4.213.133.127","TLSv1.2","376","Application Data"
"26450","384.780083","192.168.88.132","4.213.133.127","TLSv1.2","482","Application Data"
"26451","384.986951","4.213.133.127","192.168.88.132","TCP","60","443  >  58480 [ACK] Seq=8384 Ack=2023 Win=4194304 Len=0"
"26452","384.986951","4.213.133.127","192.168.88.132","TCP","60","443  >  58480 [ACK] Seq=8384 Ack=2773 Win=4193536 Len=0"
"26453","384.986951","4.213.133.127","192.168.88.132","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"26454","384.986951","4.213.133.127","192.168.88.132","TLSv1.2","158","Application Data, Application Data"
"26455","384.986951","4.213.133.127","192.168.88.132","TLSv1.2","92","Application Data"
"26456","384.986951","4.213.133.127","192.168.88.132","TLSv1.2","1025","Application Data"
"26457","384.986951","4.213.133.127","192.168.88.132","TLSv1.2","92","Application Data"
"26458","384.987052","192.168.88.132","4.213.133.127","TCP","54","58480  >  443 [ACK] Seq=2773 Ack=9586 Win=64256 Len=0"
"26459","384.988450","192.168.88.132","4.213.133.127","TLSv1.2","92","Application Data"
"26460","385.386828","4.213.133.127","192.168.88.132","TCP","60","443  >  58480 [ACK] Seq=9586 Ack=2811 Win=4193536 Len=0"
"26461","386.266100","192.168.88.132","18.97.36.62","TLSv1.2","295","Application Data"
"26462","386.625202","18.97.36.62","192.168.88.132","TCP","54","443  >  54646 [ACK] Seq=1040 Ack=2691 Win=12282 Len=0"
"26463","386.625202","18.97.36.62","192.168.88.132","TLSv1.2","172","Application Data"
"26464","386.668680","192.168.88.132","18.97.36.62","TCP","54","54646  >  443 [ACK] Seq=2691 Ack=1158 Win=252 Len=0"
"26465","386.924390","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26466","386.983707","192.178.54.106","192.168.88.132","UDP","72","443  >  58715 Len=30"
"26467","387.274658","192.168.88.132","102.132.104.13","TLSv1.2","83","Application Data"
"26468","387.330706","102.132.104.13","192.168.88.132","TCP","54","443  >  56570 [ACK] Seq=826 Ack=987 Win=420 Len=0"
"26469","387.494814","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26470","387.513690","102.132.104.13","192.168.88.132","TLSv1.2","79","Application Data"
"26471","387.558682","192.168.88.132","102.132.104.13","TCP","54","56570  >  443 [ACK] Seq=987 Ack=851 Win=251 Len=0"
"26472","387.563742","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26473","390.279347","192.168.88.132","160.79.104.10","TCP","55","[TCP Keep-Alive] 58444  >  443 [ACK] Seq=4299 Ack=1442722 Win=524032 Len=1"
"26474","390.295597","160.79.104.10","192.168.88.132","TCP","66","[TCP Keep-Alive ACK] 443  >  58444 [ACK] Seq=1442722 Ack=4300 Win=139264 Len=0 SLE=4299 SRE=4300"
"26475","391.007710","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"26476","391.053913","192.168.88.132","146.75.73.91","TCP","54","53864  >  443 [ACK] Seq=801 Ack=2437 Win=253 Len=0"
"26477","391.540405","192.178.54.106","192.168.88.132","UDP","1286","443  >  58715 Len=1244"
"26478","391.540405","192.178.54.106","192.168.88.132","UDP","257","443  >  58715 Len=215"
"26479","391.540405","192.178.54.106","192.168.88.132","UDP","1286","443  >  58715 Len=1244"
"26480","391.540917","192.168.88.132","192.178.54.106","UDP","76","58715  >  443 Len=34"
"26481","391.748680","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26482","391.761087","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"26483","391.807922","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26484","391.812692","192.168.88.132","146.75.73.91","TCP","54","53864  >  443 [ACK] Seq=801 Ack=2465 Win=253 Len=0"
"26485","392.020415","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26486","392.116426","192.168.88.132","52.98.22.2","TCP","55","[TCP Keep-Alive] 60419  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"26487","392.162958","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26488","392.167595","52.98.22.2","192.168.88.132","TCP","66","[TCP Keep-Alive ACK] 443  >  60419 [ACK] Seq=1 Ack=2 Win=255 Len=0 SLE=1 SRE=2"
"26489","392.371382","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26490","392.419768","192.168.88.132","146.75.73.91","TLSv1.2","86","Application Data"
"26491","392.452516","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26492","392.522086","192.168.88.132","196.192.32.5","DNS","78","Standard query 0x40a7 HTTPS edge.microsoft.com"
"26493","392.522300","192.168.88.132","196.192.32.5","DNS","78","Standard query 0xd788 A edge.microsoft.com"
"26494","392.525945","196.192.32.5","192.168.88.132","DNS","179","Standard query response 0x40a7 HTTPS edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net SOA ns1.ax-msedge.net"
"26495","392.525945","196.192.32.5","192.168.88.132","DNS","178","Standard query response 0xd788 A edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net A 150.171.27.11 A 150.171.28.11"
"26496","392.526929","192.168.88.132","150.171.27.11","TCP","66","54051  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"26497","392.596910","150.171.27.11","192.168.88.132","TCP","66","443  >  54051 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"26498","392.597042","192.168.88.132","150.171.27.11","TCP","54","54051  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"26499","392.597613","192.168.88.132","150.171.27.11","TLSv1.2","2090","Client Hello (SNI=edge.microsoft.com)"
"26500","392.600491","146.75.73.91","192.168.88.132","TCP","54","443  >  53864 [ACK] Seq=2465 Ack=833 Win=281 Len=0"
"26501","392.641286","150.171.27.11","192.168.88.132","TCP","54","443  >  54051 [ACK] Seq=1 Ack=1441 Win=4194560 Len=0"
"26502","392.642007","150.171.27.11","192.168.88.132","TCP","54","443  >  54051 [ACK] Seq=1 Ack=2037 Win=4194048 Len=0"
"26503","392.642750","150.171.27.11","192.168.88.132","TLSv1.2","208","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"26504","392.643365","192.168.88.132","150.171.27.11","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"26505","392.643565","192.168.88.132","150.171.27.11","TLSv1.2","153","Application Data"
"26506","392.643792","192.168.88.132","150.171.27.11","TLSv1.2","2354","Application Data"
"26507","392.643862","192.168.88.132","150.171.27.11","TLSv1.2","1730","Application Data"
"26508","392.658883","192.178.54.106","192.168.88.132","UDP","1286","443  >  58715 Len=1244"
"26509","392.658883","192.178.54.106","192.168.88.132","UDP","177","443  >  58715 Len=135"
"26510","392.658930","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26511","392.674886","192.168.88.132","192.178.54.106","UDP","75","58715  >  443 Len=33"
"26512","392.687237","150.171.27.11","192.168.88.132","TCP","54","443  >  54051 [ACK] Seq=155 Ack=2088 Win=4194048 Len=0"
"26513","392.687237","150.171.27.11","192.168.88.132","TLSv1.2","123","Application Data"
"26514","392.687237","150.171.27.11","192.168.88.132","TCP","54","443  >  54051 [ACK] Seq=224 Ack=2187 Win=4193792 Len=0"
"26515","392.687777","192.168.88.132","150.171.27.11","TLSv1.2","92","Application Data"
"26516","392.689341","150.171.27.11","192.168.88.132","TLSv1.2","92","Application Data"
"26517","392.689341","150.171.27.11","192.168.88.132","TCP","54","443  >  54051 [ACK] Seq=262 Ack=6163 Win=4194560 Len=0"
"26518","392.717419","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26519","392.730592","150.171.27.11","192.168.88.132","TCP","54","443  >  54051 [ACK] Seq=262 Ack=6201 Win=4194560 Len=0"
"26520","392.731747","192.168.88.132","150.171.27.11","TCP","54","54051  >  443 [ACK] Seq=6201 Ack=262 Win=65024 Len=0"
"26521","392.845451","192.168.88.132","196.192.32.5","DNS","76","Standard query 0x8c22 HTTPS app.diagrams.net"
"26522","392.845708","192.168.88.132","196.192.32.5","DNS","76","Standard query 0xad78 A app.diagrams.net"
"26523","392.847041","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"26524","392.850204","196.192.32.5","192.168.88.132","DNS","108","Standard query response 0xad78 A app.diagrams.net A 104.18.4.247 A 104.18.5.247"
"26525","392.850683","196.192.32.5","192.168.88.132","DNS","146","Standard query response 0x8c22 HTTPS app.diagrams.net HTTPS"
"26526","392.851881","192.168.88.132","104.18.4.247","TCP","66","57920  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"26527","392.855048","104.18.4.247","192.168.88.132","TCP","66","443  >  57920 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"26528","392.855309","192.168.88.132","104.18.4.247","TCP","54","57920  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"26529","392.856428","192.168.88.132","104.18.4.247","TLSv1.3","2019","Client Hello (SNI=app.diagrams.net)"
"26530","392.860230","104.18.4.247","192.168.88.132","TCP","54","443  >  57920 [ACK] Seq=1 Ack=1401 Win=139264 Len=0"
"26531","392.860230","104.18.4.247","192.168.88.132","TCP","54","443  >  57920 [ACK] Seq=1 Ack=1966 Win=139264 Len=0"
"26532","392.864004","104.18.4.247","192.168.88.132","TLSv1.3","1429","Server Hello, Change Cipher Spec, Application Data"
"26533","392.864869","192.168.88.132","104.18.4.247","TLSv1.3","118","Change Cipher Spec, Application Data"
"26534","392.865088","192.168.88.132","104.18.4.247","TLSv1.3","146","Application Data"
"26535","392.865258","192.168.88.132","104.18.4.247","TLSv1.3","477","Application Data"
"26536","392.871257","104.18.4.247","192.168.88.132","TLSv1.3","566","Application Data, Application Data"
"26537","392.871257","104.18.4.247","192.168.88.132","TCP","54","443  >  57920 [ACK] Seq=1888 Ack=2545 Win=139264 Len=0"
"26538","392.871257","104.18.4.247","192.168.88.132","TLSv1.3","85","Application Data"
"26539","392.871329","192.168.88.132","104.18.4.247","TCP","54","57920  >  443 [ACK] Seq=2545 Ack=1919 Win=65280 Len=0"
"26540","392.871572","192.168.88.132","104.18.4.247","TLSv1.3","85","Application Data"
"26541","392.900915","192.168.88.132","146.75.73.91","TCP","54","53864  >  443 [ACK] Seq=833 Ack=2493 Win=253 Len=0"
"26542","392.915261","104.18.4.247","192.168.88.132","TCP","54","443  >  57920 [ACK] Seq=1919 Ack=2576 Win=139264 Len=0"
"26543","392.932571","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26544","392.990508","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26545","393.029447","23.196.227.229","192.168.88.132","QUIC","73","Protected Payload (KP0)"
"26546","393.060456","192.168.88.132","23.196.227.229","QUIC","74","Protected Payload (KP0), DCID=2c240d112780cf31"
"26547","393.198457","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26548","393.245256","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26549","393.257811","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26550","393.270529","192.168.88.132","102.132.104.13","TLSv1.2","83","Application Data"
"26551","393.273907","104.18.4.247","192.168.88.132","TLSv1.3","317","Application Data"
"26552","393.273907","104.18.4.247","192.168.88.132","TLSv1.3","164","Application Data"
"26553","393.273907","104.18.4.247","192.168.88.132","TLSv1.3","85","Application Data"
"26554","393.273980","192.168.88.132","104.18.4.247","TCP","54","57920  >  443 [ACK] Seq=2576 Ack=2323 Win=65024 Len=0"
"26555","393.310134","102.132.104.13","192.168.88.132","TCP","54","443  >  56650 [ACK] Seq=1461 Ack=67442 Win=9177 Len=0"
"26556","393.311111","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26557","393.332421","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"26558","393.373505","192.168.88.132","146.75.73.91","TCP","54","53864  >  443 [ACK] Seq=833 Ack=2521 Win=253 Len=0"
"26559","393.469340","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26560","393.488409","102.132.104.13","192.168.88.132","TLSv1.2","79","Application Data"
"26561","393.517056","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26562","393.528437","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26563","393.532911","192.168.88.132","102.132.104.13","TCP","54","56650  >  443 [ACK] Seq=67442 Ack=1486 Win=253 Len=0"
"26564","393.584310","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26565","393.617916","150.171.27.11","192.168.88.132","TLSv1.2","425","Application Data"
"26566","393.617916","150.171.27.11","192.168.88.132","TLSv1.2","263","Application Data"
"26567","393.617916","150.171.27.11","192.168.88.132","TLSv1.2","92","Application Data"
"26568","393.618019","192.168.88.132","150.171.27.11","TCP","54","54051  >  443 [ACK] Seq=6201 Ack=880 Win=64512 Len=0"
"26569","393.732470","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26570","393.789832","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26571","393.792333","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26572","393.860459","23.196.227.229","192.168.88.132","QUIC","72","Protected Payload (KP0)"
"26573","393.893971","192.168.88.132","23.196.227.229","QUIC","74","Protected Payload (KP0), DCID=2c240d112780cf31"
"26574","393.939685","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"26575","393.981794","192.168.88.132","146.75.73.91","TCP","54","53864  >  443 [ACK] Seq=833 Ack=2549 Win=253 Len=0"
"26576","393.997712","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26577","394.055763","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26578","394.067798","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26579","394.133115","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26580","394.261739","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26581","394.321521","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26582","394.345614","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26583","394.424393","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26584","394.631058","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26585","394.699515","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26586","394.728098","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26587","394.785931","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26588","394.909238","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26589","394.976626","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26590","395.129655","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"26591","395.174380","192.168.88.132","146.75.73.91","TCP","54","53864  >  443 [ACK] Seq=833 Ack=2577 Win=252 Len=0"
"26592","395.182757","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26593","395.248563","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26594","395.263379","192.168.88.132","102.132.104.13","TLSv1.2","83","Application Data"
"26595","395.263543","192.168.88.132","102.132.104.21","TLSv1.2","86","Application Data"
"26596","395.263674","192.168.88.132","102.132.104.21","TLSv1.2","86","Application Data"
"26597","395.307791","102.132.104.21","192.168.88.132","TCP","54","443  >  55802 [ACK] Seq=846 Ack=1015 Win=572 Len=0"
"26598","395.307791","102.132.104.13","192.168.88.132","TCP","54","443  >  62238 [ACK] Seq=451 Ack=553 Win=561 Len=0"
"26599","395.307791","102.132.104.21","192.168.88.132","TCP","54","443  >  62933 [ACK] Seq=645 Ack=769 Win=300 Len=0"
"26600","395.453245","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26601","395.479605","102.132.104.13","192.168.88.132","TLSv1.2","79","Application Data"
"26602","395.487386","102.132.104.21","192.168.88.132","TLSv1.2","82","Application Data"
"26603","395.487639","102.132.104.21","192.168.88.132","TLSv1.2","82","Application Data"
"26604","395.521291","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26605","395.533663","192.168.88.132","102.132.104.21","TCP","54","55802  >  443 [ACK] Seq=1015 Ack=874 Win=254 Len=0"
"26606","395.533787","192.168.88.132","102.132.104.13","TCP","54","62238  >  443 [ACK] Seq=553 Ack=476 Win=2045 Len=0"
"26607","395.533858","192.168.88.132","102.132.104.21","TCP","54","62933  >  443 [ACK] Seq=769 Ack=673 Win=255 Len=0"
"26608","395.596426","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26609","395.654303","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"26610","395.930241","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26611","395.996423","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26612","396.762780","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"26613","396.806130","192.168.88.132","146.75.73.91","TCP","54","53864  >  443 [ACK] Seq=833 Ack=2605 Win=252 Len=0"
"26614","396.806229","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26615","396.914115","192.168.88.132","23.196.227.229","QUIC","71","Protected Payload (KP0), DCID=2c240d112780cf31"
"26616","396.954203","23.196.227.229","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26617","396.977825","23.196.227.229","192.168.88.132","QUIC","67","Protected Payload (KP0)"
"26618","397.244188","192.168.88.132","196.192.32.5","DNS","74","Standard query 0x6cf9 A www.drawio.com"
"26619","397.249238","196.192.32.5","192.168.88.132","DNS","122","Standard query response 0x6cf9 A www.drawio.com A 104.26.0.50 A 104.26.1.50 A 172.67.73.144"
"26620","397.250234","192.168.88.132","196.192.32.5","DNS","72","Standard query 0x77e4 HTTPS www.bing.com"
"26621","397.250564","192.168.88.132","196.192.32.5","DNS","72","Standard query 0xf23a A www.bing.com"
"26622","397.251109","192.168.88.132","196.192.32.5","DNS","74","Standard query 0xfc7f HTTPS www.drawio.com"
"26623","397.251384","192.168.88.132","196.192.32.5","DNS","74","Standard query 0x7dfc A www.drawio.com"
"26624","397.253650","192.168.88.132","196.192.32.5","DNS","80","Standard query 0x803b HTTPS fonts.googleapis.com"
"26625","397.253806","196.192.32.5","192.168.88.132","DNS","254","Standard query response 0x77e4 HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"26626","397.253806","196.192.32.5","192.168.88.132","DNS","273","Standard query response 0xf23a A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.196.227.236 A 23.196.227.234 A 23.196.227.237 A 23.196.227.230 A 23.196.227.229"
"26627","397.254101","192.168.88.132","196.192.32.5","DNS","80","Standard query 0x20b0 A fonts.googleapis.com"
"26628","397.254526","192.168.88.132","196.192.32.5","DNS","77","Standard query 0xd544 HTTPS fonts.gstatic.com"
"26629","397.254802","192.168.88.132","196.192.32.5","DNS","77","Standard query 0x8d71 A fonts.gstatic.com"
"26630","397.254900","196.192.32.5","192.168.88.132","DNS","164","Standard query response 0xfc7f HTTPS www.drawio.com HTTPS"
"26631","397.255477","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"26632","397.255574","196.192.32.5","192.168.88.132","DNS","122","Standard query response 0x7dfc A www.drawio.com A 172.67.73.144 A 104.26.0.50 A 104.26.1.50"
"26633","397.257242","192.168.88.132","172.67.73.144","QUIC","1292","Initial, DCID=dda60ffaa2beae9a, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING"
"26634","397.257357","192.168.88.132","172.67.73.144","QUIC","1292","Initial, DCID=dda60ffaa2beae9a, PKN: 2, CRYPTO, PADDING, PING, PING, PING, PING, PADDING, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO"
"26635","397.257390","196.192.32.5","192.168.88.132","DNS","137","Standard query response 0x803b HTTPS fonts.googleapis.com SOA ns1.google.com"
"26636","397.257390","196.192.32.5","192.168.88.132","DNS","96","Standard query response 0x20b0 A fonts.googleapis.com A 142.251.216.10"
"26637","397.257993","192.168.88.132","104.26.1.50","TLSv1.2","107","Application Data"
"26638","397.258115","192.168.88.132","104.26.1.50","TLSv1.2","93","Application Data"
"26639","397.259746","196.192.32.5","192.168.88.132","DNS","102","Standard query response 0xd544 HTTPS fonts.gstatic.com HTTPS"
"26640","397.259746","196.192.32.5","192.168.88.132","DNS","93","Standard query response 0x8d71 A fonts.gstatic.com A 142.251.47.35"
"26641","397.263187","172.67.73.144","192.168.88.132","QUIC","1242","Initial, SCID=0179a28421b0390f5379408428b73a373d770737, PKN: 0, ACK"
"26642","397.264167","104.26.1.50","192.168.88.132","TCP","54","443  >  56948 [ACK] Seq=7834 Ack=191 Win=17 Len=0"
"26643","397.264167","104.26.1.50","192.168.88.132","TCP","54","443  >  56948 [ACK] Seq=7834 Ack=230 Win=17 Len=0"
"26644","397.265350","172.67.73.144","192.168.88.132","QUIC","1242","Initial, SCID=0179a28421b0390f5379408428b73a373d770737, PKN: 1, ACK, CRYPTO"
"26645","397.265350","172.67.73.144","192.168.88.132","QUIC","1242","Handshake, SCID=0179a28421b0390f5379408428b73a373d770737"
"26646","397.265350","104.26.1.50","192.168.88.132","TLSv1.2","93","Application Data"
"26647","397.266751","192.168.88.132","172.67.73.144","QUIC","1292","Protected Payload (KP0), DCID=0179a28421b0390f5379408428b73a373d770737"
"26648","397.270882","172.67.73.144","192.168.88.132","QUIC","466","Protected Payload (KP0)"
"26649","397.270882","172.67.73.144","192.168.88.132","QUIC","89","Protected Payload (KP0)"
"26650","397.270882","172.67.73.144","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26651","397.270882","172.67.73.144","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"26652","397.271223","192.168.88.132","172.67.73.144","QUIC","85","Protected Payload (KP0), DCID=0179a28421b0390f5379408428b73a373d770737"
"26653","397.271313","192.168.88.132","172.67.73.144","QUIC","85","Protected Payload (KP0), DCID=0179a28421b0390f5379408428b73a373d770737"
"26654","397.286697","172.67.73.144","192.168.88.132","QUIC","91","Protected Payload (KP0)"
"26655","397.287067","192.168.88.132","172.67.73.144","QUIC","89","Protected Payload (KP0), DCID=0179a28421b0390f5379408428b73a373d770737"
"26656","397.299471","104.26.1.50","192.168.88.132","TLSv1.2","326","Application Data"
"26657","397.299471","104.26.1.50","192.168.88.132","TLSv1.2","1445","Application Data"
"26658","397.299471","104.26.1.50","192.168.88.132","TLSv1.2","1494","Application Data"
"26659","397.299471","104.26.1.50","192.168.88.132","TLSv1.2","1396","Application Data"
"26660","397.299471","104.26.1.50","192.168.88.132","TLSv1.2","2836","Application Data, Application Data"
"26661","397.299471","104.26.1.50","192.168.88.132","TLSv1.2","594","Application Data"
"26662","397.299471","104.26.1.50","192.168.88.132","TLSv1.2","85","Application Data"
"26663","397.299471","172.67.73.144","192.168.88.132","QUIC","70","Protected Payload (KP0)"
"26664","397.299640","192.168.88.132","104.26.1.50","TCP","54","56948  >  443 [ACK] Seq=230 Ack=15671 Win=255 Len=0"
"26665","397.302412","192.168.88.132","23.196.227.236","QUIC","1292","Initial, DCID=c888b1251663221c, PKN: 1, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, PING, PING, PADDING, PING, PADDING, CRYPTO, PING, PING, CRYPTO, PING, PING, PADDING"
"26666","397.302549","192.168.88.132","23.196.227.236","QUIC","1292","Initial, DCID=c888b1251663221c, PKN: 2, PING, PING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PING, PADDING, PING, PING, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING"
"26667","397.302633","192.168.88.132","104.26.1.50","TLSv1.2","89","Application Data"
"26668","397.305151","192.168.88.132","142.251.216.10","QUIC","1292","Initial, DCID=c99efd8e8efe676b, PKN: 1, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO"
"26669","397.305311","192.168.88.132","142.251.216.10","QUIC","1292","Initial, DCID=c99efd8e8efe676b, PKN: 2, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO"
"26670","397.305789","192.168.88.132","142.251.216.10","QUIC","122","0-RTT, DCID=c99efd8e8efe676b"
